participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
UVBY3,Male,dph,6,beta,0.22635006860448925,36.542570060855894,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,7,beta,0.15208254485835226,35.60901309374517,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,8,beta,0.45265643788166443,34.637863031678265,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,9,beta,0.7222903920152106,34.037046975912034,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,10,beta,0.7594543370684974,33.96337230872951,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,11,beta,0.5669983660317683,34.078485349721916,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,12,beta,0.36571221852472746,33.80778610949683,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,13,beta,0.3999005085603997,33.15859197868813,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,14,beta,0.701980382696668,32.67398628369989,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,15,beta,0.9388312677217314,32.6690898094603,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,16,beta,0.7845666848617157,32.65064613720309,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,17,beta,0.3619362644013151,31.794897018515243,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,18,beta,0.21404862414204473,30.333680451473818,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,19,beta,0.7095199743150076,29.354752052034243,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,20,beta,1.41657614184642,29.495411472762548,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,21,beta,1.6534979943292498,30.345433293535088,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,22,beta,1.380544070997228,30.987610204742435,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,23,beta,1.0305941217531895,31.108932176308805,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,24,beta,1.0315680484631002,31.355401506825867,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,25,beta,1.2455858751044318,32.31033731124049,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,26,beta,1.1703674231258425,33.445827997149195,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,27,beta,0.7010947625907136,33.73694309173263,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,28,beta,0.11085858067166754,32.79321856371711,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,29,beta,-0.07731101631764759,31.47911986909514,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,30,beta,0.4952002360561316,31.117043977687132,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,31,beta,1.3666525849511153,31.798674020801435,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,32,beta,1.912022828017026,32.616891080646916,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,33,beta,1.9739276040734026,32.73993209220044,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,34,beta,1.581803055933456,31.833556447355537,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,35,beta,1.0753907802465257,30.5963645785461,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,36,beta,0.841236263749753,29.905342025791985,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,37,beta,1.0300994475642433,29.976520963573932,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,38,beta,1.5102954432585705,30.406051362108276,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,39,beta,1.8511197818499845,30.651242953170083,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,40,beta,1.6534825380687757,30.532130197087977,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,41,beta,1.0657535298934349,30.094588449280778,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,42,beta,0.7203914513152085,29.41533919877166,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,43,beta,0.9457160267219145,28.841585669446495,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,44,beta,1.610093108276324,29.073790752316192,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,45,beta,2.0588455146238154,30.603357366516068,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,46,beta,1.5373378309997925,32.894202785076956,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,47,beta,0.5121183337656205,34.65527829711667,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,48,beta,-0.12926150313389684,35.09626181946637,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,49,beta,-0.42662400193896133,34.40869193242669,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,50,beta,-0.6811641086185389,33.2870180336596,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,51,beta,-0.8213353762972311,32.60829741751908,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,52,beta,-0.8183246922128617,32.97989448526778,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,53,beta,-1.0015188088342697,33.7428365545196,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,54,beta,-1.7660996954849537,34.38168044309219,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,55,beta,-3.003494246245083,34.77897875344081,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,56,beta,-4.235891904346488,34.739826335183814,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,57,beta,-4.77774819666498,34.29915722973867,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,58,beta,-4.294500421937652,33.66134483340808,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,59,beta,-1.056477525470573,9.48642636706672,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,0,gamma,-1.0717810010884463,24.508193591632228,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,1,gamma,-1.008612612606079,24.624100817799487,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,2,gamma,-0.6418133851838306,23.834088668056637,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,3,gamma,-0.46584379789810626,22.41841415120146,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,4,gamma,-0.5082461313122018,21.504430542672957,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,5,gamma,-0.5528356709277098,21.872368988778867,6.418749999999999,3.5125,7.384374999999999
